203912	 122	 156483933	 35.11	 16.09	 1	 0.48	 0.08	 25.08	 58.14	 0.0000
203912	 122	 156789269	 41.20	 68.50	 0	 3.01	 0.03	 26.46	 4.53	 0.4933
203912	 122	 156821805	 114.47	 336.55	 1	 2.54	 0.05	 64.88	 32.21	 0.0104
203912	 122	 157549485	 34.26	 34.79	 1	 2.73	 0.22	 31.08	 3.64	 0.0000
203912	 122	 156552710	 50.31	 41.07	 1	 2.37	 0.16	 11.11	 28.44	 0.0110
203912	 122	 156758846	 42.07	 49.71	 1	 3.02	 0.15	 19.71	 2.78	 0.0000
203912	 122	 157055270	 22.40	 16.62	 1	 3.10	 0.23	 33.93	 47.79	 0.0782
203912	 122	 157075014	 21.13	 28.32	 0	 2.42	 0.44	 16.32	 34.27	 0.5333
203912	 122	 157547014	 21.44	 23.81	 1	 2.02	 0.60	 27.01	 37.57	 0.0281
203912	 122	 157535422	 29.40	 47.01	 1	 2.65	 0.28	 42.72	 12.86	 0.0111
203912	 122	 157074486	 44.18	 38.98	 1	 1.71	 0.16	 28.88	 32.72	 0.0000
203912	 122	 157214206	 32.63	 82.65	 1	 2.41	 0.08	 16.68	 44.79	 0.0187
203912	 122	 156403868	 55.15	 30.56	 1	 3.06	 -1.00	 21.75	 19.88	 0.0492
203912	 122	 156384036	 35.14	 37.61	 1	 1.26	 0.38	 85.20	 109.07	 0.0000
203912	 122	 156560052	 36.29	 129.67	 1	 2.98	 0.75	 129.14	 90.79	 0.0000
203912	 122	 156859956	 27.11	 103.77	 1	 2.49	 -1.00	 27.91	 29.82	 0.0881
203912	 122	 157315524	 35.48	 36.15	 1	 1.68	 0.10	 21.63	 30.87	 0.1046
203912	 122	 157592172	 35.20	 16.23	 1	 3.07	 0.26	 40.46	 71.63	 0.0000
203912	 122	 156519506	 44.87	 41.70	 1	 1.47	 0.04	 31.55	 75.05	 0.0371
203912	 122	 156628682	 69.79	 107.85	 1	 2.98	 0.03	 22.05	 31.22	 0.0000
203912	 122	 157015602	 25.10	 32.90	 1	 2.36	 0.17	 16.35	 18.91	 0.0164
203912	 122	 157117842	 27.97	 57.89	 0	 2.99	 0.99	 4.73	 9.93	 0.5324
203912	 122	 157136282	 26.47	 29.05	 1	 1.86	 -1.00	 17.09	 11.00	 0.1089
203912	 122	 156654347	 31.82	 43.57	 1	 3.10	 0.19	 25.22	 16.88	 0.0000
203912	 122	 157057323	 37.02	 70.99	 1	 2.83	 0.16	 21.15	 51.50	 0.0000
203912	 122	 157078155	 82.14	 83.25	 1	 2.73	 0.05	 31.43	 53.09	 0.0175
203912	 122	 157557403	 34.49	 103.18	 1	 2.23	 0.16	 86.33	 90.72	 0.0138
203912	 122	 156608720	 45.03	 49.98	 1	 3.10	 -1.00	 27.32	 62.73	 0.0868
203912	 122	 156744864	 31.14	 21.14	 1	 3.13	 0.66	 17.71	 18.18	 0.0000
203912	 122	 157411760	 59.58	 109.99	 0	 1.36	 0.03	 30.68	 8.33	 0.5958
203912	 122	 156522284	 23.24	 10.18	 1	 2.35	 0.23	 38.14	 54.30	 0.0000
203912	 122	 156940052	 48.36	 17.74	 1	 3.07	 -1.00	 30.70	 72.70	 0.0000
203912	 122	 156972804	 32.48	 15.41	 1	 1.73	 -1.00	 33.83	 62.47	 0.0000
203912	 122	 157117028	 38.00	 49.63	 1	 2.99	 0.13	 56.53	 92.69	 0.0625
203912	 122	 157273444	 26.26	 46.99	 1	 2.77	 -1.00	 15.10	 17.83	 0.0000
203912	 122	 157261372	 38.39	 71.41	 0	 2.04	 0.11	 46.76	 22.36	 0.2077
203912	 122	 157287668	 38.55	 39.47	 1	 2.51	 0.09	 58.52	 94.72	 0.0000
203912	 122	 156482101	 43.35	 15.67	 1	 2.10	 -1.00	 41.11	 83.51	 0.0397
203912	 122	 156633701	 29.04	 26.72	 0	 3.12	 0.93	 18.93	 28.84	 0.1640
203912	 122	 156865573	 41.16	 55.42	 1	 3.12	 0.19	 57.98	 84.65	 0.0868
203912	 122	 156958253	 56.40	 121.03	 0	 1.94	 0.08	 34.15	 30.89	 0.2317
203912	 122	 157324429	 51.35	 19.37	 1	 0.11	 -1.00	 54.28	 84.02	 0.0051
203912	 122	 157607445	 33.40	 44.23	 1	 1.69	 0.04	 14.59	 36.32	 0.0614
203912	 122	 156726048	 40.13	 44.36	 1	 1.79	 0.36	 44.71	 77.25	 0.0183
203912	 122	 156460066	 39.13	 39.68	 1	 3.10	 0.46	 15.01	 34.28	 0.0770
203912	 122	 156502626	 23.51	 36.40	 1	 3.14	 0.20	 46.30	 47.90	 0.0082
203912	 122	 156804346	 33.76	 14.59	 1	 1.13	 0.25	 34.09	 67.85	 0.0000
203912	 122	 157001154	 38.98	 16.73	 1	 2.97	 -1.00	 15.83	 43.24	 0.1335
203912	 122	 157015546	 28.54	 58.38	 0	 2.73	 0.18	 20.55	 23.41	 0.0136
203912	 122	 157083778	 25.23	 78.91	 1	 1.56	 0.13	 4.20	 20.02	 0.0000
203912	 122	 157084978	 37.72	 55.65	 0	 3.10	 0.18	 28.80	 9.23	 0.1848
203912	 122	 156651483	 38.46	 13.11	 1	 2.65	 -1.00	 25.31	 43.88	 0.0000
203912	 122	 156441863	 29.34	 21.16	 1	 1.58	 0.68	 43.27	 66.46	 0.0027
203912	 122	 156510815	 118.26	 115.64	 1	 2.98	 0.04	 29.35	 95.74	 0.0043
203912	 122	 157053271	 59.49	 42.38	 1	 2.86	 0.09	 33.80	 16.35	 0.0000
203912	 122	 157086743	 42.29	 50.45	 1	 2.97	 0.05	 12.53	 36.86	 0.0116
203912	 122	 157379687	 80.44	 95.72	 1	 2.24	 0.08	 15.52	 70.35	 0.0048
203912	 122	 157589271	 32.69	 38.24	 1	 2.98	 -1.00	 24.13	 38.63	 0.0000
203912	 122	 156599457	 47.73	 34.82	 1	 2.30	 0.10	 13.09	 42.62	 0.0368
203912	 122	 156743353	 34.61	 44.25	 0	 2.99	 0.20	 10.26	 33.21	 0.0000
203912	 122	 156632585	 41.49	 39.61	 1	 2.59	 0.16	 21.38	 53.16	 0.1039
203912	 122	 156914505	 121.22	 90.72	 1	 2.94	 0.07	 10.61	 22.98	 0.1088
203912	 122	 157045865	 52.31	 45.60	 1	 3.01	 0.12	 19.89	 53.51	 0.0000
203912	 122	 156596183	 36.40	 40.17	 0	 2.91	 0.19	 40.97	 61.90	 0.1633
203912	 122	 156604359	 67.07	 97.03	 0	 3.02	 0.10	 15.98	 47.96	 0.3044
203912	 122	 157295615	 33.84	 17.08	 1	 1.86	 -1.00	 41.22	 55.25	 0.0000
203912	 122	 157343655	 23.53	 20.31	 1	 2.87	 0.15	 27.38	 33.94	 0.0000
203912	 122	 157427871	 20.18	 42.39	 1	 2.83	 -1.00	 16.20	 36.14	 0.0180
203912	 122	 157376511	 52.54	 59.03	 0	 2.84	 0.14	 56.99	 105.45	 0.0814
203912	 122	 156931561	 36.73	 50.31	 1	 2.98	 -1.00	 17.44	 18.75	 0.0467
203912	 122	 157444897	 22.64	 15.57	 1	 2.89	 0.18	 21.96	 41.84	 0.1017
203912	 122	 157477969	 46.04	 44.70	 1	 3.12	 0.20	 3.85	 26.15	 0.0339
203912	 122	 157534113	 38.71	 40.22	 1	 1.91	 0.06	 41.28	 45.80	 0.0000
203912	 123	 158200940	 81.67	 56.47	 1	 2.93	 0.14	 20.78	 19.52	 0.0275
203912	 123	 157667336	 25.51	 27.19	 1	 2.72	 0.17	 16.67	 37.11	 0.0000
203912	 123	 157839624	 22.18	 39.31	 1	 2.95	 -1.00	 13.39	 25.40	 0.0000
203912	 123	 158157520	 43.83	 19.96	 1	 1.88	 -1.00	 67.60	 46.31	 0.0200
203912	 123	 158213608	 44.45	 16.72	 1	 2.86	 -1.00	 18.83	 39.51	 0.0368
203912	 123	 158360840	 50.04	 63.53	 0	 3.00	 -1.00	 13.45	 49.83	 0.1880
203912	 123	 158529640	 29.87	 122.14	 0	 2.78	 0.10	 15.94	 17.18	 0.2973
203912	 123	 158667584	 134.08	 144.69	 1	 2.35	 0.75	 3.58	 43.84	 0.0444
203912	 123	 157799635	 62.32	 55.58	 1	 2.82	 0.20	 18.97	 68.77	 0.0269
203912	 123	 157773622	 35.07	 27.11	 1	 1.14	 0.14	 60.50	 89.45	 0.0092
203912	 123	 158418982	 56.21	 34.21	 1	 2.99	 0.26	 11.96	 51.56	 0.0000
203912	 123	 158593662	 56.76	 24.09	 0	 1.81	 -1.00	 25.37	 69.80	 0.0000
203912	 123	 157750381	 45.99	 20.35	 0	 1.41	 0.22	 15.84	 33.21	 0.3787
203912	 123	 157968429	 45.36	 29.48	 1	 3.11	 0.11	 10.07	 6.05	 0.0054
203912	 123	 158061269	 40.79	 16.01	 1	 2.56	 0.06	 14.70	 2.22	 0.0000
203912	 123	 158099949	 32.97	 34.10	 1	 3.13	 -1.00	 3.66	 21.88	 0.0330
203912	 123	 158471245	 53.85	 32.74	 1	 3.10	 0.18	 19.91	 21.56	 0.0431
203912	 123	 157989630	 57.24	 13.72	 1	 1.23	 -1.00	 18.98	 29.60	 0.0220
203912	 123	 158758542	 26.22	 12.92	 0	 2.34	 -1.00	 22.84	 29.10	 0.3355
203912	 123	 158741998	 30.12	 37.88	 1	 3.01	 0.11	 20.75	 49.96	 0.0172
203912	 123	 157664741	 44.11	 12.20	 0	 2.52	 0.49	 31.57	 28.63	 0.2322
203912	 123	 158014581	 33.62	 33.67	 1	 2.55	 0.16	 19.21	 42.47	 0.0000
203912	 123	 158108957	 46.00	 43.13	 1	 2.64	 0.10	 36.98	 62.59	 0.0000
203912	 123	 158346605	 29.91	 13.22	 1	 0.47	 -1.00	 28.94	 44.45	 0.0318
203912	 123	 158810021	 50.83	 119.41	 0	 3.11	 0.09	 44.98	 1.16	 0.3897
203912	 123	 158111823	 37.48	 39.75	 0	 2.86	 -1.00	 26.41	 62.86	 0.1827
203912	 123	 158376479	 39.26	 53.96	 1	 2.76	 -1.00	 44.79	 46.71	 0.0309
203912	 123	 158489487	 25.57	 34.98	 0	 2.53	 0.25	 3.59	 15.09	 0.1524
203912	 123	 158720815	 21.77	 25.01	 1	 2.48	 0.34	 3.25	 2.36	 0.0880
203912	 123	 157957810	 48.77	 28.96	 1	 2.86	 0.12	 22.40	 65.47	 0.0346
203912	 123	 158705474	 67.27	 88.19	 0	 2.74	 0.04	 9.98	 44.43	 0.0367
203912	 123	 157991505	 29.84	 14.67	 1	 2.72	 -1.00	 41.80	 69.98	 0.0258
203912	 123	 158236601	 22.34	 32.00	 1	 2.55	 0.18	 6.96	 24.68	 0.0529
203912	 123	 158555257	 30.43	 20.80	 0	 2.25	 -1.00	 21.17	 42.49	 0.2597
203912	 123	 158536273	 46.49	 35.66	 1	 3.05	 0.16	 48.18	 91.29	 0.0000
203912	 123	 158071513	 29.94	 20.06	 1	 2.08	 -1.00	 12.89	 24.90	 0.0707
203912	 123	 158108145	 36.68	 19.80	 1	 1.59	 0.43	 46.09	 70.91	 0.0498
203912	 123	 158200657	 21.84	 41.81	 1	 1.15	 -1.00	 32.78	 22.35	 0.0427
203912	 123	 158590793	 31.91	 60.74	 0	 2.87	 0.16	 35.34	 56.07	 0.3886
