1	367626	110265799	168.24	istight1	4.51	2.44
1	278285	83468636	58.70	istight1	2.37	10.72
1	26457	7935325	53.95	istight0	5.99	0.30
1	448739	134594719	46.55	istight1	4.25	15.77
1	578864	173624454	56.11	istight1	0.85	7.63
1	596921	179040412	51.47	istight1	17.09	0.95
1	488529	146529356	46.39	istight1	9.82	0.72
1	482161	144619211	50.96	istight1	17.32	18.98
1	77385	23210726	45.03	istight1	4.01	2.53
1	25006	7500294	77.26	istight1	13.92	16.74
1	31778	9531385	64.60	istight0	19.52	11.12
1	262343	78687078	85.43	istight1	17.71	16.34
1	483294	144959148	52.19	istight1	8.58	5.05
1	485769	145701377	75.26	istight1	15.19	3.77
1	462433	138701965	48.61	istight1	15.71	4.36
1	543251	162942659	54.90	istight1	11.19	0.27
1	558845	167619813	48.63	istight1	9.92	3.69
1	482104	144602083	85.22	istight1	17.26	10.62
1	503571	151041098	54.36	istight1	9.80	9.08
1	543080	162891491	128.63	istight0	17.73	11.36
1	546859	164024798	45.64	istight0	8.48	14.94
1	546862	164025542	73.12	istight1	1.96	6.96
1	555538	166627964	89.87	istight1	18.96	1.55
1	479519	143826993	91.28	istight1	12.75	3.55
1	263059	78901802	52.69	istight1	16.65	15.99
1	445790	133710005	68.47	istight1	4.37	19.33
1	461372	138383728	64.64	istight1	15.03	15.53
1	548372	164478768	70.78	istight1	11.38	15.85
1	498360	149478034	65.08	istight1	15.95	7.84
1	497768	149300347	61.80	istight1	18.54	1.49
1	502946	150853531	52.82	istight1	19.61	18.71
1	462175	138624738	52.16	istight1	18.58	17.28
1	582551	174730105	47.14	istight1	1.61	11.12
1	478258	143448565	64.64	istight1	1.11	10.25
1	516899	155038663	77.01	istight1	5.85	6.60
1	107893	32361334	56.49	istight1	12.39	18.61
1	445584	133648209	50.95	istight1	15.55	9.77
1	507344	152172651	59.65	istight1	0.77	11.89
1	249747	74909068	53.05	istight1	11.70	10.00
1	637809	191304338	45.52	istight1	15.44	13.27
1	671033	201269535	59.18	istight1	4.81	7.90
1	57210	17159380	52.61	istight1	11.39	1.22
1	604846	181417333	57.76	istight1	16.47	2.43
1	434747	130397918	53.46	istight1	8.26	15.49
1	603792	181101332	50.31	istight1	12.48	8.66
1	351609	105461662	48.60	istight1	2.65	14.63
1	350086	105004593	50.91	istight1	17.10	13.35
1	351322	105375369	115.40	istight1	10.43	5.92
1	400475	120118473	48.55	istight1	8.90	5.68
1	322996	96879396	53.79	istight1	18.82	5.97
1	368043	110390635	49.36	istight1	9.18	0.24
1	401369	120386637	67.88	istight1	3.50	14.54
1	528792	158605816	50.04	istight1	5.14	15.78
1	423374	126986787	47.89	istight1	19.79	7.79
1	329525	98837528	45.03	istight1	13.73	1.60
1	334292	100267376	45.04	istight1	17.71	15.62
1	331437	99411278	48.24	istight0	5.43	9.40
1	201468	60428305	53.96	istight1	4.43	4.64
1	306057	91798756	71.76	istight1	1.17	6.20
1	306244	91854623	50.06	istight1	19.96	14.01
1	329281	98764331	47.51	istight1	16.42	5.67
