1	196476	78527456	61.41	istight1	4.90	12.07
1	196480	78529188	120.59	istight1	18.64	19.75
1	196530	78549069	55.95	istight1	4.05	18.97
1	196531	78549451	53.33	istight1	15.51	11.34
1	196579	78568402	51.89	istight1	9.42	14.38
1	167986	67140432	56.49	istight1	9.95	2.28
1	168051	67166637	59.62	istight1	1.55	2.53
1	197135	78791151	54.55	istight1	6.89	9.23
1	197166	78803204	75.25	istight1	13.45	19.80
1	197512	78941983	54.71	istight1	10.07	18.53
1	197518	78944038	73.82	istight1	19.73	8.29
1	31032	12403030	51.55	istight1	8.52	6.26
1	158785	63463336	53.28	istight1	12.18	6.01
1	375684	150153459	45.59	istight1	17.70	12.70
1	383155	153139534	45.86	istight1	16.13	14.01
1	67196	26857065	54.71	istight1	2.79	12.01
1	95329	38101152	89.42	istight1	6.28	2.41
1	527563	210856779	57.97	istight1	14.97	14.26
1	527437	210806373	70.17	istight1	19.69	20.00
1	404092	161507565	99.88	istight1	10.27	6.61
1	404096	161508932	52.04	istight1	4.48	3.22
1	404199	161550286	90.33	istight1	3.75	0.28
1	404216	161557086	74.83	istight1	10.86	7.94
1	404486	161664871	85.96	istight1	7.63	18.04
1	385437	154051423	88.97	istight1	14.55	2.11
1	385551	154097045	47.32	istight1	3.11	4.50
1	423700	169344485	77.44	istight0	3.82	5.73
1	526798	210550625	105.08	istight1	13.35	0.98
1	53316	21309350	76.78	istight1	1.69	15.62
1	157768	63056455	57.87	istight1	0.86	3.13
1	66848	26717611	80.10	istight1	1.28	18.47
1	95285	38083270	67.43	istight1	0.87	15.22
1	158002	63150103	71.96	istight1	10.23	9.30
1	157961	63133802	113.50	istight1	4.52	7.60
1	427952	171043618	53.70	istight1	17.84	19.23
1	515096	205873940	53.96	istight1	9.23	18.29
1	53473	21372006	50.84	istight1	16.10	4.76
1	66997	26777446	50.93	istight1	13.09	16.60
1	419404	167627297	120.83	istight1	11.30	0.55
1	420189	167941591	50.75	istight1	14.01	4.38
1	420222	167954662	71.16	istight1	11.52	2.62
1	422853	169005817	147.30	istight1	13.75	8.52
1	404108	161513610	59.46	istight1	1.73	15.67
1	404143	161527748	70.08	istight1	13.28	1.63
1	404361	161615051	46.68	istight1	16.80	9.95
1	404919	161838071	46.22	istight1	9.65	19.64
1	404923	161839679	86.77	istight1	14.25	11.77
1	405161	161935032	46.23	istight1	17.52	1.58
1	405318	161997682	83.90	istight1	14.72	10.48
1	419143	167522900	79.94	istight1	17.64	3.40
