203912	122	156483933	35.11	0.00	1	0.00	-99.00	25.08	58.14
203912	122	156789269	41.20	68.50	0	0.00	-99.00	26.46	4.53
203912	122	156821805	114.47	336.55	1	0.00	-99.00	64.88	32.21
203912	122	157549485	34.26	0.00	1	0.00	-99.00	31.08	3.64
203912	122	156552710	50.31	41.07	1	0.00	-99.00	11.11	28.44
203912	122	157055270	22.40	0.00	1	0.00	-99.00	33.93	47.79
203912	122	157075014	21.13	0.00	0	0.00	-99.00	16.32	34.27
203912	122	157547014	21.44	0.00	1	0.00	-99.00	27.01	37.57
203912	122	157535422	29.40	47.01	1	0.00	-99.00	42.72	12.86
203912	122	157074486	44.18	0.00	1	0.00	-99.00	28.88	32.72
203912	122	157214206	32.63	82.65	1	0.00	-99.00	16.68	44.79
203912	122	156403868	55.15	0.00	1	0.00	-99.00	21.75	19.88
203912	122	156384036	35.14	0.00	1	0.00	-99.00	85.20	109.07
203912	122	156560052	36.29	129.67	1	0.00	-99.00	129.14	90.79
203912	122	156859956	27.11	103.77	1	0.00	-99.00	27.91	29.82
203912	122	157315524	35.48	0.00	1	0.00	-99.00	21.63	30.87
203912	122	157592172	35.20	0.00	1	0.00	-99.00	40.46	71.63
203912	122	156519506	44.87	41.70	1	0.00	-99.00	31.55	75.05
203912	122	156628682	69.79	107.85	1	0.00	-99.00	22.05	31.22
203912	122	157015602	25.10	0.00	1	0.00	-99.00	16.35	18.91
203912	122	157117842	27.97	57.89	0	0.00	-99.00	4.73	9.93
203912	122	157136282	26.47	0.00	1	0.00	-99.00	17.09	11.00
203912	122	156654347	31.82	43.57	1	0.00	-99.00	25.22	16.88
203912	122	157057323	37.02	70.99	1	0.00	-99.00	21.15	51.50
203912	122	157078155	82.14	83.25	1	0.00	-99.00	31.43	53.09
203912	122	157557403	34.49	103.18	1	0.00	-99.00	86.33	90.72
203912	122	156608720	45.03	49.98	1	0.00	-99.00	27.32	62.73
203912	122	156744864	31.14	0.00	1	0.00	-99.00	17.71	18.18
203912	122	157411760	59.58	109.99	0	0.00	-99.00	30.68	8.33
203912	122	156522284	23.24	0.00	1	0.00	-99.00	38.14	54.30
203912	122	156940052	48.36	0.00	1	0.00	-99.00	30.70	72.70
203912	122	156972804	32.48	0.00	1	0.00	-99.00	33.83	62.47
203912	122	157117028	38.00	49.63	1	0.00	-99.00	56.53	92.69
203912	122	157273444	26.26	46.99	1	0.00	-99.00	15.10	17.83
203912	122	157261372	38.39	71.41	0	0.00	-99.00	46.76	22.36
203912	122	157287668	38.55	0.00	1	0.00	-99.00	58.52	94.72
203912	122	156482101	43.35	0.00	1	0.00	-99.00	41.11	83.51
203912	122	156633701	29.04	0.00	0	0.00	-99.00	18.93	28.84
203912	122	156865573	41.16	55.42	1	0.00	-99.00	57.98	84.65
203912	122	156958253	56.40	121.03	0	0.00	-99.00	34.15	30.89
203912	122	157324429	51.35	0.00	1	0.00	-99.00	54.28	84.02
203912	122	157607445	33.40	44.23	1	0.00	-99.00	14.59	36.32
203912	122	156726048	40.13	44.36	1	0.00	-99.00	44.71	77.25
203912	122	156460066	39.13	0.00	1	0.00	-99.00	15.01	34.28
203912	122	156804346	33.76	0.00	1	0.00	-99.00	34.09	67.85
203912	122	157001154	38.98	0.00	1	0.00	-99.00	15.83	43.24
203912	122	157015546	28.54	58.38	0	0.00	-99.00	20.55	23.41
203912	122	157084978	37.72	55.65	0	0.00	-99.00	28.80	9.23
203912	122	156651483	38.46	0.00	1	0.00	-99.00	25.31	43.88
203912	122	156441863	29.34	0.00	1	0.00	-99.00	43.27	66.46
203912	122	156510815	118.26	115.64	1	0.00	-99.00	29.35	95.74
203912	122	157053271	59.49	42.38	1	0.00	-99.00	33.80	16.35
203912	122	157086743	42.29	50.45	1	0.00	-99.00	12.53	36.86
203912	122	157379687	80.44	95.72	1	0.00	-99.00	15.52	70.35
