1	41639	16642043	43.97	53.04	1	0.00	-99.00	18.53	22.15
1	41639	16642059	34.11	0.00	1	0.00	-99.00	59.78	90.25
1	41639	16642093	40.24	0.00	1	0.00	-99.00	61.90	99.44
1	41639	16642115	41.51	0.00	1	0.00	-99.00	35.79	76.30
1	41639	16642121	54.79	0.00	1	0.00	-99.00	22.61	36.03
1	41639	16642122	36.14	0.00	1	0.00	-99.00	53.73	88.08
1	41639	16642141	27.46	0.00	1	0.00	-99.00	45.86	70.95
1	41639	16642150	29.98	0.00	1	0.00	-99.00	68.01	89.38
1	41639	16642154	32.88	43.98	1	0.00	-99.00	30.85	45.58
1	41639	16642156	36.84	0.00	1	0.00	-99.00	89.18	114.55
1	41639	16642170	50.17	0.00	1	0.00	-99.00	33.64	81.16
1	41639	16642180	35.88	0.00	1	0.00	-99.00	24.88	53.38
1	41639	16642187	22.90	0.00	1	0.00	-99.00	47.14	65.09
1	41639	16642214	37.16	0.00	1	0.00	-99.00	29.68	66.23
1	41639	16642220	36.33	0.00	1	0.00	-99.00	53.13	87.04
1	41639	16642258	30.07	0.00	1	0.00	-99.00	34.63	64.27
1	41639	16642266	30.00	0.00	1	0.00	-99.00	46.46	74.67
1	41639	16642271	43.50	0.00	1	0.00	-99.00	50.02	92.42
1	41639	16642326	32.80	0.00	0	0.00	-99.00	75.30	99.40
1	41639	16642348	35.38	0.00	1	0.00	-99.00	64.68	94.72
1	41639	16642356	42.67	0.00	1	0.00	-99.00	48.63	86.19
1	41639	16642391	41.87	0.00	1	0.00	-99.00	53.61	94.44
1	41644	16644050	43.32	0.00	1	0.00	-99.00	26.25	65.55
1	41644	16644056	30.89	0.00	1	0.00	-99.00	22.42	49.88
1	41644	16644067	35.46	0.00	1	0.00	-99.00	97.23	116.67
1	41644	16644070	30.57	0.00	0	0.00	-99.00	24.39	37.71
1	41644	16644083	47.42	0.00	1	0.00	-99.00	34.11	80.43
1	41644	16644084	65.73	49.81	1	0.00	-99.00	22.96	59.02
1	41644	16644110	21.75	48.12	1	0.00	-99.00	35.58	54.80
1	41644	16644111	36.98	0.00	1	0.00	-99.00	45.79	81.92
1	41644	16644121	38.16	54.64	1	0.00	-99.00	18.33	51.54
1	41644	16644149	53.43	0.00	1	0.00	-99.00	20.11	63.50
1	41644	16644168	24.45	0.00	1	0.00	-99.00	24.08	46.03
1	41644	16644170	41.15	57.83	1	0.00	-99.00	50.69	75.11
1	41644	16644176	36.88	108.06	1	0.00	-99.00	39.61	51.00
1	41644	16644177	33.48	0.00	1	0.00	-99.00	32.71	65.83
1	41644	16644181	44.39	0.00	1	0.00	-99.00	51.85	95.57
1	41644	16644201	25.50	0.00	1	0.00	-99.00	60.37	76.40
1	41644	16644244	20.51	0.00	1	0.00	-99.00	45.48	46.20
1	41644	16644248	93.68	73.09	1	0.00	-99.00	12.16	46.72
1	41644	16644268	26.03	0.00	1	0.00	-99.00	42.29	65.60
1	41644	16644294	37.54	77.67	1	0.00	-99.00	51.98	72.40
1	41644	16644338	29.55	46.01	1	0.00	-99.00	26.07	23.64
1	41644	16644344	38.14	0.00	1	0.00	-99.00	50.49	87.07
1	41644	16644372	46.05	0.00	1	0.00	-99.00	46.94	92.70
1	41644	16644385	37.51	0.00	1	0.00	-99.00	41.65	73.28
1	41645	16644403	39.80	0.00	1	0.00	-99.00	28.83	63.60
1	41645	16644404	47.72	0.00	1	0.00	-99.00	38.16	84.25
1	41645	16644406	46.86	0.00	1	0.00	-99.00	32.36	74.18
1	41645	16644449	21.13	49.93	1	0.00	-99.00	21.49	34.99
1	41645	16644483	36.55	51.26	1	0.00	-99.00	76.34	58.70
