1	74506	6656697	65.58	istight0	18.51	13.42
1	74039	50568534	52.30	istight0	10.64	9.11
1	74674	225138325	52.96	istight0	14.22	19.92
1	69159	205290277	48.97	istight0	7.67	17.53
1	69159	205710307	60.06	istight0	13.88	12.55
1	69160	207128347	48.47	istight0	19.57	0.67
1	69495	317259141	53.00	istight0	6.76	16.69
1	70206	266050850	46.78	istight0	14.90	5.18
1	70206	266377923	48.72	istight1	16.24	1.04
1	71154	199079866	45.21	istight0	11.70	8.34
1	71997	319813995	54.64	istight0	6.80	10.38
1	71998	320486604	56.51	istight0	8.64	14.28
1	72039	50342757	46.93	istight0	12.32	1.37
1	72547	60777579	48.50	istight0	5.09	5.04
1	72743	314539921	49.48	istight0	3.92	9.33
1	72743	314593446	53.72	istight0	11.05	10.81
1	72746	318906820	62.08	istight0	7.46	12.00
1	72864	147654221	47.49	istight0	17.89	14.53
1	72903	197885477	60.47	istight0	3.64	13.27
1	72904	199170979	49.24	istight0	9.24	14.43
1	72923	223541346	51.31	istight0	15.19	3.59
1	75412	210034659	50.42	istight0	7.34	7.15
1	76473	289093251	45.20	istight0	5.01	7.11
1	77283	41986025	49.99	istight0	13.91	7.55
1	78836	111442823	47.04	istight0	18.71	5.06
1	78964	277067809	54.84	istight0	2.69	13.45
1	77568	88042582	68.74	istight0	17.21	16.47
1	77686	240942236	56.53	istight0	5.98	15.90
1	79419	219144598	46.96	istight0	11.32	3.07
1	78671	220821492	47.49	istight0	18.73	10.17
1	78847	125807519	49.01	istight0	11.68	14.55
1	39903	197857894	45.91	istight0	19.93	2.72
1	41375	161424891	54.85	istight0	10.28	7.31
1	42089	114448412	45.01	istight0	7.01	5.32
1	42096	124386689	51.79	istight0	18.13	13.73
1	42109	140684319	45.13	istight0	17.91	3.93
1	45551	65211837	52.53	istight0	17.17	7.19
1	47134	173170494	68.84	istight0	6.22	14.90
1	47157	203093311	51.81	istight0	16.42	14.37
1	47611	143538588	48.00	istight0	17.14	10.77
1	72720	285385216	50.72	istight0	11.12	10.08
1	73241	312188426	46.11	istight0	14.82	9.74
1	73472	287322770	53.30	istight0	15.54	8.99
1	73472	287982294	67.71	istight0	9.57	2.45
1	73502	1592594	50.48	istight0	17.14	0.65
1	74229	295802149	56.94	istight0	18.26	5.46
1	77114	146645175	64.35	istight0	18.38	12.27
1	77135	174855740	51.47	istight1	8.95	5.31
1	77176	227373245	55.12	istight0	15.85	9.51
1	71489	309836485	45.19	istight0	10.65	13.42
1	71490	311212247	51.37	istight0	12.57	2.00
1	75649	193011211	55.77	istight0	2.35	3.12
1	75780	38104381	45.78	istight0	16.89	17.30
1	75900	193841278	56.87	istight0	3.23	16.76
1	76555	70737207	55.40	istight0	6.90	1.96
1	76556	72379954	46.83	istight0	4.84	6.83
1	77105	135952296	55.48	istight0	18.05	15.17
1	77154	198785329	47.27	istight0	12.48	12.10
1	77171	220919898	51.16	istight0	8.91	7.41
1	77171	221320024	72.03	istight0	14.84	6.89
1	74876	162914791	58.59	istight0	5.35	0.08
1	74874	160306213	48.37	istight0	18.39	9.05
1	69333	106832069	52.09	istight0	15.86	0.25
