206512	180	199006207	43.64	1	10.21	4.78
204113	398	602782699	40.54	1	3.89	19.57
204250	184	212204712	43.33	1	9.46	6.16
206542	164	294139126	43.08	1	11.95	19.12
204563	500	683489650	35.57	1	13.14	9.34
204576	240	369079458	42.41	1	8.55	1.80
204576	73	83211653	41.80	1	7.20	9.02
204577	1273	1404919433	42.36	1	9.39	6.18
205238	443	469900024	39.39	1	6.48	2.42
205344	1147	1175017361	44.28	1	16.09	8.14
205344	1141	1169946068	37.68	1	5.15	0.68
205666	500	761793158	42.25	1	3.32	15.37
205694	795	730834889	35.54	1	8.64	9.33
206207	661	939540275	40.12	1	18.54	16.64
206246	167	174127144	35.76	1	9.89	7.80
