206484	577	817040170	23.27	0	10.64	8.17
206484	580	820851037	41.64	0	12.99	8.34
206484	590	833772269	43.84	0	19.28	5.61
206484	598	844203428	20.26	0	9.31	9.70
206484	521	744607068	20.43	0	9.92	2.18
206484	543	773070781	22.45	0	5.29	18.90
206484	498	714043817	25.44	0	2.89	13.80
206484	595	840459193	21.83	0	4.92	16.19
206484	444	639569592	20.36	0	8.54	7.21
206484	474	681231572	24.77	0	14.31	3.02
206484	471	677352346	48.63	0	7.42	2.55
206484	484	694248181	23.38	0	14.08	15.40
206484	402	578636862	46.88	0	3.18	13.37
206484	405	582850619	23.39	0	10.04	18.92
206484	410	590991976	22.87	0	13.46	16.52
206484	416	598971452	26.20	0	4.36	16.33
206484	417	600008106	21.75	0	5.52	12.50
206484	427	614561748	39.60	0	15.27	6.93
206484	427	615136528	23.70	0	6.42	5.17
206484	428	617117832	21.83	0	15.47	7.56
206484	431	620254822	24.19	0	15.67	1.25
206484	381	547325074	20.56	0	17.54	2.59
206484	382	549802956	20.46	0	17.59	9.88
206484	462	664668675	20.19	0	12.15	14.23
206484	493	706697476	20.57	0	16.99	2.71
206484	522	745662692	35.29	1	9.16	12.01
206484	524	748972337	22.48	0	6.03	4.56
206484	630	883492438	28.85	0	14.71	14.87
206484	664	922860740	23.18	0	12.31	5.19
206484	355	509171596	40.37	0	17.67	2.53
206484	561	796811759	24.66	0	7.94	17.47
206484	332	476261928	25.73	0	17.95	17.68
206484	334	479466110	26.07	0	11.65	10.11
206484	335	480591283	36.98	0	18.35	15.66
206484	343	489883849	23.35	0	4.97	17.02
206484	600	846591676	22.92	0	7.26	14.75
206484	603	850467245	21.92	0	5.72	10.74
206484	653	909876857	26.04	0	12.80	1.32
206484	321	458354145	29.92	0	6.72	7.31
206484	329	471425051	34.90	0	2.26	17.57
206484	297	419083297	28.89	0	8.56	0.05
206484	302	428210095	21.65	0	7.59	19.10
206484	311	442353585	22.31	0	19.78	9.94
206484	315	448001291	39.08	0	13.15	5.49
203987	352	412853322	21.33	0	18.66	0.08
203987	356	417699445	22.20	0	4.66	11.69
203987	356	418451391	23.88	0	9.63	7.21
203987	364	427478136	21.30	0	1.59	0.74
203987	366	429675257	23.75	0	11.51	4.26
203987	380	445799497	20.21	0	19.31	2.69
206484	262	360883370	21.52	0	11.21	18.80
206484	268	370524062	31.82	0	12.76	2.11
206484	271	377025191	20.38	0	15.32	9.85
206484	273	380445588	26.30	0	19.89	12.89
206484	286	401805383	20.16	0	3.74	8.16
206484	286	401861755	47.10	0	9.18	19.03
206484	284	397777202	25.23	0	13.90	19.06
206484	294	415194503	21.85	0	14.42	10.65
206484	361	518267345	20.22	0	2.41	6.70
206484	363	520175189	22.94	0	13.30	15.24
206484	374	537867575	50.65	0	4.50	18.56
206484	374	537224381	21.67	0	17.85	4.30
206484	360	515811374	32.05	0	16.34	6.44
206484	438	630042054	22.69	0	4.98	11.66
206484	458	659495614	27.60	0	14.19	7.13
206484	214	278815687	20.42	0	18.85	11.31
206484	218	285371550	23.31	0	12.03	1.53
206484	237	317661344	38.02	0	4.21	16.04
206484	241	324386455	21.51	0	14.31	17.04
206484	246	334046851	25.29	0	16.06	16.32
206484	251	342664185	38.31	1	16.21	7.22
206484	182	226973582	24.49	0	7.61	11.93
206484	205	264386808	21.02	0	14.35	12.32
206484	234	313220862	26.97	0	15.49	14.95
206484	244	330089502	32.50	0	8.60	15.84
206484	157	183859282	32.77	0	11.26	17.50
206484	171	207238199	24.87	0	13.39	14.28
206484	175	214465352	22.73	0	13.14	17.56
206484	175	214929217	49.67	0	9.41	13.47
206484	176	216209897	20.81	0	11.38	15.06
206484	184	230050285	24.08	0	18.86	3.04
206484	199	254180096	23.90	1	14.07	17.19
206484	203	261551272	27.18	0	17.45	17.71
206484	133	141633225	20.54	0	19.27	17.33
206484	140	152729388	21.63	0	18.97	16.07
206484	153	175542013	34.56	0	12.12	3.81
206484	168	203090926	21.88	0	17.78	11.75
206484	129	133581061	26.72	0	13.98	16.56
206484	129	134089081	20.04	0	18.93	12.57
206484	132	138374475	26.03	0	14.07	16.46
206484	139	152243134	30.81	0	4.24	5.08
206484	141	155808754	36.13	1	12.34	0.44
206484	151	173549109	20.01	0	16.99	14.10
206484	91	62611375	24.34	0	3.28	17.62
206484	102	84022603	31.66	0	6.78	18.58
206484	111	100221678	26.65	0	10.90	10.75
206484	95	69500122	26.87	0	11.28	8.19
206484	261	358958316	56.27	0	5.98	10.96
206484	78	36635825	27.53	0	11.81	0.55
206484	83	47392915	20.77	0	11.16	5.43
206484	83	47600386	32.66	0	3.28	19.07
206484	104	87531340	22.62	0	11.06	14.49
206484	105	89186526	25.90	0	7.69	6.91
206484	110	97465313	25.66	0	10.74	6.92
206484	115	108397668	27.50	0	2.10	15.17
206484	98	75423738	24.37	0	18.11	1.69
206478	112	150056540	25.06	0	11.19	18.03
203987	326	381649515	23.29	0	16.21	3.78
203987	329	384889549	29.88	0	6.36	18.76
203987	336	393227370	23.10	0	11.76	0.25
203987	343	401554971	39.27	0	13.12	16.76
203987	344	403057091	31.34	0	8.61	19.94
203987	344	402801760	20.22	0	16.11	7.50
206478	96	129233927	33.36	0	18.11	8.79
206478	101	136351598	32.53	0	17.07	5.32
206478	107	144333856	48.01	0	19.76	11.32
206478	108	145917833	23.33	0	8.40	6.92
206478	129	172686026	41.59	0	9.35	16.55
206478	131	175158500	21.98	0	16.38	6.97
206478	39	53762596	20.94	0	17.04	16.76
206478	50	68262482	24.79	0	8.08	0.50
206478	44	59898624	20.68	0	19.40	7.18
206478	58	80045774	26.03	1	9.48	11.37
206478	58	80007193	20.16	0	4.02	17.99
206478	30	41358246	20.93	0	10.09	11.56
206478	41	55958194	31.55	0	14.56	6.40
206478	41	56319890	20.74	0	10.85	18.97
206478	43	59803432	20.38	0	6.64	15.02
206478	3	3492266	31.14	0	13.31	2.10
206478	8	10773103	23.81	0	6.31	0.14
206478	122	163666262	23.15	0	16.63	13.14
206478	125	167141913	22.70	0	16.00	12.41
206477	124	190353979	21.70	0	17.33	15.52
206477	124	190293727	41.90	0	7.80	1.68
206477	139	212810481	21.20	0	18.45	15.89
206477	172	262140858	31.56	1	18.28	6.28
206477	138	211596878	33.36	0	10.53	6.80
206477	154	235957409	20.55	0	6.08	17.80
206477	161	246544962	23.81	0	18.34	17.82
206477	133	204284900	77.90	1	16.77	5.72
206477	133	205083481	21.14	0	14.22	1.37
206477	175	265886216	29.53	0	7.15	8.94
206477	181	275112080	25.99	0	17.39	13.95
206477	181	274956407	20.46	0	12.61	18.18
206477	136	208498027	37.40	0	4.77	5.92
206477	183	278333777	23.40	0	4.97	19.62
206477	87	134136983	46.41	1	19.02	10.54
206477	98	150011828	21.39	0	3.16	8.39
206477	101	155522620	27.74	0	4.10	2.19
206477	73	110920168	20.90	0	14.50	10.70
206477	179	272776419	24.60	0	17.74	16.92
206477	17	25606450	22.67	0	2.24	14.19
206477	20	31154893	22.28	0	4.15	16.17
206477	28	44073380	20.48	0	16.43	6.40
206477	35	51612885	25.47	0	10.55	5.59
206477	40	60406037	21.17	0	10.44	16.59
206477	40	60901736	26.40	0	4.26	17.33
206477	51	78897720	23.69	0	17.97	1.53
206476	212	280248776	21.93	1	18.30	15.19
206477	1	1221416	34.58	0	18.50	15.27
203987	287	337338808	27.08	0	6.88	13.86
203987	292	342159096	26.55	0	4.79	13.17
203987	293	344118074	31.73	0	4.34	10.24
203987	294	345081650	32.70	0	6.24	5.43
203987	296	346710061	22.71	0	15.63	1.80
203987	296	346708337	28.73	0	19.88	9.07
203987	297	347399826	21.75	0	13.67	15.46
206476	186	240851029	27.04	0	17.88	5.34
206476	201	261061082	30.48	0	14.21	10.00
206476	158	191171536	24.21	1	8.39	2.79
206476	170	212454894	29.41	0	15.78	11.63
206476	180	230750182	20.14	0	14.30	7.00
206476	145	169242220	25.97	0	16.59	2.59
206476	145	168878134	37.50	0	16.43	12.03
206476	145	168259351	30.23	0	9.45	13.60
206476	145	168399057	26.70	0	13.38	6.40
206476	147	172345122	24.35	0	6.08	7.12
206476	116	126997752	25.81	0	12.52	6.14
206476	128	148370539	24.19	1	14.83	14.30
206476	152	182217455	20.43	0	6.28	15.03
206476	168	209320992	43.66	0	13.00	8.60
206476	169	210708749	22.65	0	17.58	2.97
206476	84	67029046	26.55	0	6.19	9.19
206476	97	91277755	36.20	0	14.00	2.25
206476	100	95937730	26.85	0	6.07	5.24
206476	101	98041447	20.54	0	14.23	19.53
206476	93	82726378	21.18	0	19.28	6.84
206476	120	133221983	27.17	0	16.53	12.56
206476	120	134153079	30.84	0	8.86	3.10
206476	123	139349975	29.51	0	17.57	9.92
206476	90	77442755	21.31	0	16.42	4.31
206476	108	110925883	24.55	0	6.51	14.29
206476	108	111407979	28.87	0	8.70	11.83
206476	111	116922498	20.56	0	1.83	2.05
206476	76	51665060	33.54	0	17.32	6.60
206476	83	63708538	31.58	0	13.50	0.64
206466	617	945000235	38.03	0	14.03	3.53
206466	650	984180462	20.35	0	17.46	1.48
