206512	180	199006207	43.64	1	10.21	4.78
204113	398	602782699	40.54	1	3.89	19.57
204114	343	375399832	37.73	0	10.64	16.78
207269	252	332599063	40.28	0	18.69	8.31
207269	308	415977580	38.48	0	7.58	19.55
207279	704	965561165	40.42	0	17.78	10.51
207279	711	973938426	41.98	0	7.97	19.16
207372	330	483666188	43.02	0	7.47	2.52
207454	1307	1678472509	36.88	0	13.16	4.35
204250	184	212204712	43.33	1	9.46	6.16
206513	22	21935760	41.18	0	11.68	9.18
206542	164	294139126	43.08	1	11.95	19.12
207491	218	228727132	36.97	0	4.54	17.96
207922	42	46202065	40.85	0	11.49	8.03
204541	71	125396061	37.14	0	3.83	1.81
204544	74	112105833	36.23	0	1.80	8.63
204553	19	16094362	41.68	0	11.65	2.18
204563	500	683489650	35.57	1	13.14	9.34
203894	490	544823225	40.12	0	18.57	14.02
204576	240	369079458	42.41	1	8.55	1.80
204576	73	83211653	41.80	1	7.20	9.02
204576	228	348730194	43.02	0	8.89	6.37
204577	618	742678806	35.22	0	10.83	7.34
204577	1273	1404919433	42.36	1	9.39	6.18
204577	713	849487618	36.54	0	15.77	8.89
204577	851	1000987317	36.69	0	17.53	15.80
204577	1233	1369754908	37.58	0	17.52	9.39
204601	991	1091683900	35.16	0	17.07	15.21
205193	138	159431354	38.19	0	12.79	17.39
203894	1017	1084028424	39.52	0	18.11	9.66
205238	443	469900024	39.39	1	6.48	2.42
205311	112	120847564	36.10	0	11.04	15.17
205311	1238	1117981540	35.42	0	16.67	8.58
203909	372	533247538	35.78	0	8.46	14.38
205344	1147	1175017361	44.28	1	16.09	8.14
205344	1141	1169946068	37.68	1	5.15	0.68
205666	500	761793158	42.25	1	3.32	15.37
205666	528	799458370	35.19	0	14.82	0.10
205667	214	224858775	40.94	0	13.65	4.53
205694	786	724350124	37.31	0	15.06	5.75
205694	795	730834889	35.54	1	8.64	9.33
205781	249	380220357	41.05	0	4.34	10.81
206745	211	239041126	36.84	0	16.90	17.40
205833	323	479822125	40.50	0	8.97	10.60
206187	344	504231461	35.09	0	17.68	19.34
206187	680	984051386	42.17	0	19.23	8.27
206207	661	939540275	40.12	1	18.54	16.64
206243	889	1204419226	44.11	0	3.73	9.86
206246	167	174127144	35.76	1	9.89	7.80
206246	995	860332519	38.27	0	14.87	4.74
206389	257	345981345	39.29	0	15.26	1.58
206446	1043	1352604155	38.00	0	12.38	10.55
206446	1062	1374533257	41.30	0	12.96	13.93
206448	336	332054990	39.77	0	11.06	6.53
206466	445	730440533	41.69	0	8.29	8.07
206859	762	1091469800	38.85	0	6.33	11.64
206906	117	146157455	38.32	0	7.41	7.94
